order_id,cust_id,order_date,quantity,sale_price,status,tenure_months,monthly_charges,contract_type,payment_method,internal_record_number,raw_import_timestamp,churn
5271,390,2024-02-01,5,751.99,PENDING,59.0,67.53,One year,Cash,900390.0,2024-01-01,False
5272,87,2024-02-03,2,1234.5,PENDING,55.0,90.5,Month-to-month,Card,900087.0,2024-01-01,False
5273,311,2024-02-01,1,1234.5,PENDING,30.0,113.95,Month-to-month,Cash,900311.0,2024-01-01,False
5274,33,2024-05-19,2,829.99,shipped,50.0,116.7,One year,Card,900033.0,2024-01-01,False
5275,201,2024-05-19,2,659.99,shipped,33.0,68.26,Two year,Cash,900201.0,2024-01-01,False
5276,49,2024-02-01,1,1234.5,shipped,34.0,21.68,One year,Card,900049.0,2024-01-01,False
5277,206,2024-02-01,2,803.99,PENDING,35.0,74.84,One year,Bank,900206.0,2024-01-01,False
5278,135,2024-02-01,2,489.99,PENDING,69.0,102.43,Month-to-month,Cash,900135.0,2024-01-01,False
5279,388,2024-02-01,1,201.99,shipped,11.0,44.07,Two year,Card,900388.0,2024-01-01,False
5280,316,2024-05-19,3,1234.5,shipped,33.0,45.27,Month-to-month,Bank,900316.0,2024-01-01,False
5281,37,2024-02-01,5,673.99,shipped,46.0,70.89,Two year,Cash,900037.0,2024-01-01,False
5282,362,2024-02-01,5,1234.5,PENDING,33.0,78.6,One year,Card,900362.0,2024-01-01,False
5283,204,2024-05-19,1,583.99,shipped,27.0,102.6,One year,Cash,900204.0,2024-01-01,False
5284,96,2024-05-19,1,223.99,shipped,61.0,115.83,Month-to-month,Cash,900096.0,2024-01-01,False
5285,344,2024-02-03,1,637.99,PENDING,60.0,50.01,One year,Bank,900344.0,2024-01-01,False
5286,347,2024-02-01,1,757.99,shipped,49.0,59.32,Two year,Bank,900347.0,2024-01-01,False
5287,46,2024-02-03,3,1234.5,PENDING,36.0,56.34,Month-to-month,Bank,900046.0,2024-01-01,False
5288,76,2024-02-03,5,1234.5,shipped,66.0,113.87,One year,Bank,900076.0,2024-01-01,False
5289,4,2024-02-01,1,54.99,shipped,24.0,69.13,Two year,Card,900004.0,2024-01-01,False
5290,267,2024-02-03,1,427.99,shipped,58.0,74.98,Month-to-month,Card,900267.0,2024-01-01,False
5291,12,2024-02-01,1,696.99,PENDING,34.0,80.42,Month-to-month,Bank,900012.0,2024-01-01,False
5292,411,2024-02-01,2,1234.5,PENDING,,,,,,,
5293,131,2024-05-19,2,1234.5,PENDING,15.0,88.42,Month-to-month,Card,900131.0,2024-01-01,False
5294,15,2024-02-03,1,106.99,PENDING,22.0,94.84,Month-to-month,Cash,900015.0,2024-01-01,False
5295,84,2024-05-19,1,1234.5,PENDING,36.0,105.85,Month-to-month,Bank,900084.0,2024-01-01,False
5296,412,2024-02-01,1,432.99,PENDING,,,,,,,
5297,119,2024-05-19,3,1234.5,shipped,49.0,115.98,Month-to-month,Bank,900119.0,2024-01-01,False
5298,395,2024-02-01,3,823.99,shipped,29.0,117.92,One year,Bank,900395.0,2024-01-01,False
5299,54,2024-02-01,3,1234.5,PENDING,18.0,34.69,Month-to-month,Card,900054.0,2024-01-01,False
